"id","codigo","opc","categoria","sub_categoria","descricao","restrito_sexo","campos_rad","estadio","repete_rad"
4304,"J675",,"N","S","J67.5 Pulmao dos que trabalham c/cogumelos","5","000","N","N"
4305,"J676",,"N","S","J67.6 Pulmao dos cortadores de casca do bordo","5","000","N","N"
4306,"J677",,"N","S","J67.7 Doenc pulmonar dev sist ar cond umidif ar","5","000","N","N"
4307,"J678",,"N","S","J67.8 Pneumonites hipersens dev outr poeiras org","5","000","N","N"
4308,"J679",,"N","S","J67.9 Pneumonite hipersensibilid dev poeira org NE","5","000","N","N"
4309,"J68",,"S","N","J68   Afecc resp dev inal prod quim gas fumac vap","5","000","N","N"
4310,"J680",,"N","S","J68.0 Bronquit pneumon dev prod quim gas fumac vap","5","000","N","N"
4311,"J681",,"N","S","J68.1 Edema pulm agudo dev prod quim gas fumac vap","5","000","N","N"
4312,"J682",,"N","S","J68.2 Infl via aer sup dev pr qui gas fum vap NCOP","5","000","N","N"
4313,"J683",,"N","S","J68.3 Out af resp ag subag dev pro qui gas fum vap","5","000","N","N"
4314,"J684",,"N","S","J68.4 Afecc resp cron dev prod quim gas fum vap","5","000","N","N"
4315,"J688",,"N","S","J68.8 Outr afecc resp dev prod quim gas fum vap","5","000","N","N"
4316,"J689",,"N","S","J68.9 Afecc resp NE dev prod quim gases fumac vap","5","000","N","N"
4317,"J69",,"S","N","J69   Pneumonite dev solidos e liquidos","5","000","N","N"
4318,"J690",,"N","S","J69.0 Pneumonite dev alimento ou vomito","5","000","N","N"
4319,"J691",,"N","S","J69.1 Pneumonite dev oleos e essencias","5","000","N","N"
4320,"J698",,"N","S","J69.8 Pneumonite dev outr solidos e liquidos","5","000","N","N"
4321,"J70",,"S","N","J70   Afeccoes respirat dev outr agentes externos","5","000","N","N"
4322,"J700",,"N","S","J70.0 Manifestacoes pulmonares agudas dev radiacao","5","000","N","N"
4323,"J701",,"N","S","J70.1 Manif pulmonares cron e outr dev radiacao","5","000","N","N"
4324,"J702",,"N","S","J70.2 Transt pulm interstic agudos induz p/droga","5","000","N","N"
4325,"J703",,"N","S","J70.3 Transt pulm interstic cronicos induz p/droga","5","000","N","N"
4326,"J704",,"N","S","J70.4 Transt pulm intersticial NE induz p/droga","5","000","N","N"
4327,"J708",,"N","S","J70.8 Afecc respirat dev outr agent externos espec","5","000","N","N"
4328,"J709",,"N","S","J70.9 Afeccoes respirat dev agentes externos NE","5","000","N","N"
4329,"J80",,"S","S","J80   Sindr do desconforto respirat do adulto","5","000","N","N"
4330,"J81",,"S","S","J81   Edema pulmonar NE de outr form","5","000","N","N"
4331,"J82",,"S","S","J82   Eosinofilia pulmonar NCOP","5","000","N","N"
4332,"J84",,"S","N","J84   Outr doenc pulmonares intersticiais","5","000","N","N"
4333,"J840",,"N","S","J84.0 Afeccoes alveolares e parieto-alveolares","5","000","N","N"
4334,"J841",,"N","S","J84.1 Outr doenc pulm intersticiais c/fibrose","5","000","N","N"
4335,"J848",,"N","S","J84.8 Outr doenc pulmonares intersticiais espec","5","000","N","N"
4336,"J849",,"N","S","J84.9 Doenc pulmonar intersticial NE","5","000","N","N"
4337,"J85",,"S","N","J85   Abscesso do pulmao e do mediastino","5","000","N","N"
4338,"J850",,"N","S","J85.0 Gangrena e necrose do pulmao","5","000","N","N"
4339,"J851",,"N","S","J85.1 Abscesso do pulmao c/pneumonia","5","000","N","N"
4340,"J852",,"N","S","J85.2 Abscesso do pulmao s/pneumonia","5","000","N","N"
4341,"J853",,"N","S","J85.3 Abscesso do mediastino","5","000","N","N"
4342,"J86",,"S","N","J86   Piotorax","5","000","N","N"
4343,"J860",,"N","S","J86.0 Piotorax c/fistula","5","000","N","N"
4344,"J869",,"N","S","J86.9 Piotorax s/fistula","5","000","N","N"
4345,"J90",,"S","S","J90   Derrame pleural NCOP","5","000","N","N"
4346,"J91","*","S","S","J91   Derrame pleural em afeccoes COP","5","000","N","N"
4347,"J92",,"S","N","J92   Placas pleurais","5","000","N","N"
4348,"J920",,"N","S","J92.0 Placas pleurais c/presenca de amianto","5","000","N","N"
4349,"J929",,"N","S","J92.9 Placas pleurais cem presenca de amianto","5","000","N","N"
4350,"J93",,"S","N","J93   Pneumotorax","5","000","N","N"
4351,"J930",,"N","S","J93.0 Pneumotorax de tensao espontaneo","5","000","N","N"
4352,"J931",,"N","S","J93.1 Outr form de pneumotorax espontaneo","5","000","N","N"
4353,"J938",,"N","S","J93.8 Outr tipos de pneumotorax espec","5","000","N","N"
4354,"J939",,"N","S","J93.9 Pneumotorax NE","5","000","N","N"
4355,"J94",,"S","N","J94   Outr afeccoes pleurais","5","000","N","N"
4356,"J940",,"N","S","J94.0 Derrame quiloso ou quiliforme","5","000","N","N"
4357,"J941",,"N","S","J94.1 Fibrotorax","5","000","N","N"
4358,"J942",,"N","S","J94.2 Hemotorax","5","000","N","N"
4359,"J948",,"N","S","J94.8 Outr afeccoes pleurais espec","5","000","N","N"
4360,"J949",,"N","S","J94.9 Afeccao pleural NE","5","000","N","N"
4361,"J95",,"S","N","J95   Afeccoes respirat pos-proced NCOP","5","000","N","N"
4362,"J950",,"N","S","J95.0 Mau funcionamento de traqueostomia","5","000","N","N"
4363,"J951",,"N","S","J95.1 Insuf pulmonar aguda subseq cirurg toracica","5","000","N","N"
4364,"J952",,"N","S","J95.2 Insuf pulm aguda subseq cirurg nao toracica","5","000","N","N"
4365,"J953",,"N","S","J95.3 Insuf pulmonar cronica pos-cirurgica","5","000","N","N"
4366,"J954",,"N","S","J95.4 Sindr de Mendelson","5","000","N","N"
4367,"J955",,"N","S","J95.5 Estenose subglotica pos-proced","5","000","N","N"
4368,"J958",,"N","S","J95.8 Outr transt respirat pos-proced","5","000","N","N"
4369,"J959",,"N","S","J95.9 Transt respirat pos-proced NE","5","000","N","N"
4370,"J96",,"S","N","J96   Insuf respirat NCOP","5","000","N","N"
4371,"J960",,"N","S","J96.0 Insuf respirat aguda","5","000","N","N"
4372,"J961",,"N","S","J96.1 Insuf respirat cronica","5","000","N","N"
4373,"J969",,"N","S","J96.9 Insuf respirat NE","5","000","N","N"
4374,"J98",,"S","N","J98   Outr transt respirat","5","000","N","N"
4375,"J980",,"N","S","J98.0 Outr doenc dos bronquios NCOP","5","000","N","N"
4376,"J981",,"N","S","J98.1 Colapso pulmonar","5","000","N","N"
4377,"J982",,"N","S","J98.2 Enfisema intersticial","5","000","N","N"
4378,"J983",,"N","S","J98.3 Enfisema compensatorio","5","000","N","N"
4379,"J984",,"N","S","J98.4 Outr transt pulmonares","5","000","N","N"
4380,"J985",,"N","S","J98.5 Doenc do mediastino NCOP","5","000","N","N"
4381,"J986",,"N","S","J98.6 Transt do diafragma","5","000","N","N"
4382,"J988",,"N","S","J98.8 Outr transt respirat espec","5","000","N","N"
4383,"J989",,"N","S","J98.9 Transt respirat NE","5","000","N","N"
4384,"J99","*","S","N","J99   Transt respirat em doenc COP","5","000","N","N"
4385,"J990","*","N","S","J99.0 Doenc pulmonar reumatoide","5","000","N","N"
4386,"J991","*","N","S","J99.1 Transt respirat outr doenc sist tec conj COP","5","000","N","N"
4387,"J998","*","N","S","J99.8 Transt respirat em outr doenc COP","5","000","N","N"
4388,"K00",,"S","N","K00   Disturbios desenvolv e da erupcao dos dentes","5","000","N","N"
4389,"K000",,"N","S","K00.0 Anodontia","5","000","N","N"
4390,"K001",,"N","S","K00.1 Dentes supranumerarios","5","000","N","N"
4391,"K002",,"N","S","K00.2 Anomalias do tamanho e da form dos dentes","5","000","N","N"
4392,"K003",,"N","S","K00.3 Dentes manchados","5","000","N","N"
4393,"K004",,"N","S","K00.4 Disturbios na formacao dos dentes","5","000","N","N"
4394,"K005",,"N","S","K00.5 Anomalias hereditarias estrut dentaria NCOP","5","000","N","N"
4395,"K006",,"N","S","K00.6 Disturbios da erupcao dentaria","5","000","N","N"
4396,"K007",,"N","S","K00.7 Sindr da erupcao dentaria","5","000","N","N"
4397,"K008",,"N","S","K00.8 Outr disturbios do desenvolv dos dentes","5","000","N","N"
4398,"K009",,"N","S","K00.9 Disturbio NE do desenvolv dentario","5","000","N","N"
4399,"K01",,"S","N","K01   Dentes inclusos e impactados","5","000","N","N"
4400,"K010",,"N","S","K01.0 Dentes inclusos","5","000","N","N"
4401,"K011",,"N","S","K01.1 Dentes impactados","5","000","N","N"
4402,"K02",,"S","N","K02   Carie dentaria","5","000","N","N"
4403,"K020",,"N","S","K02.0 Caries limitadas ao esmalte","5","000","N","N"
4404,"K021",,"N","S","K02.1 Caries da dentina","5","000","N","N"
4405,"K022",,"N","S","K02.2 Carie do cemento","5","000","N","N"
4406,"K023",,"N","S","K02.3 Caries dentarias estaveis","5","000","N","N"
4407,"K024",,"N","S","K02.4 Odontoclasia","5","000","N","N"
4408,"K028",,"N","S","K02.8 Outr caries dentarias","5","000","N","N"
4409,"K029",,"N","S","K02.9 Carie dentaria SOE","5","000","N","N"
4410,"K03",,"S","N","K03   Outr doenc dos tec dentarios duros","5","000","N","N"
4411,"K030",,"N","S","K03.0 Atrito dentario excessivo","5","000","N","N"
4412,"K031",,"N","S","K03.1 Abrasao dentaria","5","000","N","N"
4413,"K032",,"N","S","K03.2 Erosao dentaria","5","000","N","N"
4414,"K033",,"N","S","K03.3 Reabsorcao patologica dos dentes","5","000","N","N"
4415,"K034",,"N","S","K03.4 Hipercementose","5","000","N","N"
4416,"K035",,"N","S","K03.5 Ancilose dentaria","5","000","N","N"
4417,"K036",,"N","S","K03.6 Depositos nos dentes","5","000","N","N"
4418,"K037",,"N","S","K03.7 Alterac pos-eruptivas cor tec duros dentes","5","000","N","N"
4419,"K038",,"N","S","K03.8 Outr doenc espec dos tec duros dos dentes","5","000","N","N"
4420,"K039",,"N","S","K03.9 Doenc dos tec duros dos dentes NE","5","000","N","N"
4421,"K04",,"S","N","K04   Doenc da polpa e dos tec periapicais","5","000","N","N"
4422,"K040",,"N","S","K04.0 Pulpite","5","000","N","N"
4423,"K041",,"N","S","K04.1 Necrose da polpa","5","000","N","N"
4424,"K042",,"N","S","K04.2 Degeneracao da polpa","5","000","N","N"
4425,"K043",,"N","S","K04.3 Formacao anormal de tec duros na polpa","5","000","N","N"
4426,"K044",,"N","S","K04.4 Periodontite apical aguda orig pulpar","5","000","N","N"
4427,"K045",,"N","S","K04.5 Periodontite apical cronica","5","000","N","N"
4428,"K046",,"N","S","K04.6 Abscesso periapical c/fistula","5","000","N","N"
4429,"K047",,"N","S","K04.7 Abscesso periapical s/fistula","5","000","N","N"
4430,"K048",,"N","S","K04.8 Cisto radicular","5","000","N","N"
4431,"K049",,"N","S","K04.9 Outr doenc da polpa e tec periapicais e NE","5","000","N","N"
4432,"K05",,"S","N","K05   Gengivite e doenc periodontais","5","000","N","N"
4433,"K050",,"N","S","K05.0 Gengivite aguda","5","000","N","N"
4434,"K051",,"N","S","K05.1 Gengivite cronica","5","000","N","N"
4435,"K052",,"N","S","K05.2 Periodontite aguda","5","000","N","N"
4436,"K053",,"N","S","K05.3 Periodontite cronica","5","000","N","N"
4437,"K054",,"N","S","K05.4 Periodontose","5","000","N","N"
4438,"K055",,"N","S","K05.5 Outr doenc periodontais","5","000","N","N"
4439,"K056",,"N","S","K05.6 Doenc periodontal SOE","5","000","N","N"
4440,"K06",,"S","N","K06   Outr transt gengiva rebordo alveolar s/dent","5","000","N","N"
4441,"K060",,"N","S","K06.0 Retracao gengival","5","000","N","N"
4442,"K061",,"N","S","K06.1 Hiperplasia gengival","5","000","N","N"
4443,"K062",,"N","S","K06.2 Lesoes geng rebord alveol s/dent assoc traum","5","000","N","N"
4444,"K068",,"N","S","K06.8 Outr transt espec geng rebord alveol s/dent","5","000","N","N"
4445,"K069",,"N","S","K06.9 Transt gengiva rebordo alveolar s/dentes SOE","5","000","N","N"
4446,"K07",,"S","N","K07   Anomalias dentofaciais","5","000","N","N"
4447,"K070",,"N","S","K07.0 Anomalias importantes tamanho da mandibula","5","000","N","N"
4448,"K071",,"N","S","K07.1 Anomalias relacao entre mandibula base cran","5","000","N","N"
4449,"K072",,"N","S","K07.2 Anomalias relacao entre as arcadas dentarias","5","000","N","N"
4450,"K073",,"N","S","K07.3 Anomalias da posicao dos dentes","5","000","N","N"
4451,"K074",,"N","S","K07.4 Maloclusao NE","5","000","N","N"
4452,"K075",,"N","S","K07.5 Anormalidades dentofaciais funcionais","5","000","N","N"
4453,"K076",,"N","S","K07.6 Transt da articulacao temporomandibular","5","000","N","N"
4454,"K078",,"N","S","K07.8 Outr anomalias dentofaciais","5","000","N","N"
4455,"K079",,"N","S","K07.9 Anomalia dentofacial SOE","5","000","N","N"
4456,"K08",,"S","N","K08   Outr transt dentes e estrut de sustentacao","5","000","N","N"
4457,"K080",,"N","S","K08.0 Exfoliacao dos dentes dev causas sistemicas","5","000","N","N"
4458,"K081",,"N","S","K08.1 Perda dent dev acid extr doenc periodont loc","5","000","N","N"
4459,"K082",,"N","S","K08.2 Atrofia do rebordo alveolar s/dentes","5","000","N","N"
4460,"K083",,"N","S","K08.3 Raiz dentaria retida","5","000","N","N"
4461,"K088",,"N","S","K08.8 Outr transt espec dentes estrut sustentacao","5","000","N","N"
4462,"K089",,"N","S","K08.9 Transt dentes estruturas sustentacao SOE","5","000","N","N"
4463,"K09",,"S","N","K09   Cistos da regiao bucal NCOP","5","000","N","N"
4464,"K090",,"N","S","K09.0 Cistos odontogenicos de desenvolv","5","000","N","N"
4465,"K091",,"N","S","K09.1 Cistos de desenvolv da regiao bucal","5","000","N","N"
4466,"K092",,"N","S","K09.2 Outr cistos das mandibulas","5","000","N","N"
4467,"K098",,"N","S","K09.8 Outr cistos da regiao oral NCOP","5","000","N","N"
4468,"K099",,"N","S","K09.9 Cistos da regiao oral SOE","5","000","N","N"
4469,"K10",,"S","N","K10   Outr doenc dos maxilares","5","000","N","N"
4470,"K100",,"N","S","K10.0 Transt do desenvolv dos maxilares","5","000","N","N"
4471,"K101",,"N","S","K10.1 Granuloma central de celulas gigantes","5","000","N","N"
4472,"K102",,"N","S","K10.2 Afeccoes inflam dos maxilares","5","000","N","N"
4473,"K103",,"N","S","K10.3 Alveolite maxilar","5","000","N","N"
4474,"K108",,"N","S","K10.8 Outr doenc espec dos maxilares","5","000","N","N"
4475,"K109",,"N","S","K10.9 Doenc dos maxilares SOE","5","000","N","N"
4476,"K11",,"S","N","K11   Doenc das gland salivares","5","000","N","N"
4477,"K110",,"N","S","K11.0 Atrofia de gland salivar","5","000","N","N"
4478,"K111",,"N","S","K11.1 Hipertrofia de gland salivar","5","000","N","N"
4479,"K112",,"N","S","K11.2 Sialadenite","5","000","N","N"
4480,"K113",,"N","S","K11.3 Abscesso de gland salivar","5","000","N","N"
4481,"K114",,"N","S","K11.4 Fistula de gland salivar","5","000","N","N"
4482,"K115",,"N","S","K11.5 Sialolitiase","5","000","N","N"
4483,"K116",,"N","S","K11.6 Mucocele de gland salivar","5","000","N","N"
4484,"K117",,"N","S","K11.7 Alteracoes da secrecao salivar","5","000","N","N"
4485,"K118",,"N","S","K11.8 Outr doenc das gland salivares","5","000","N","N"
4486,"K119",,"N","S","K11.9 Doenc de gland salivar SOE","5","000","N","N"
4487,"K12",,"S","N","K12   Estomatite e lesoes correlatas","5","000","N","N"
4488,"K120",,"N","S","K12.0 Aftas bucais recidivantes","5","000","N","N"
4489,"K121",,"N","S","K12.1 Outr form de estomatite","5","000","N","N"
4490,"K122",,"N","S","K12.2 Celulite e abscesso da boca","5","000","N","N"
4491,"K13",,"S","N","K13   Outr doenc do labio e da mucosa oral","5","000","N","N"
4492,"K130",,"N","S","K13.0 Doenc dos labios","5","000","N","N"
4493,"K131",,"N","S","K13.1 Mordedura da mucosa das bochechas e labios","5","000","N","N"
4494,"K132",,"N","S","K13.2 Leucoplas outr afecc epitelio oral incl ling","5","000","N","N"
4495,"K133",,"N","S","K13.3 Leucoplasia pilosa","5","000","N","N"
4496,"K134",,"N","S","K13.4 Lesoes granulomat granulomatoid mucosa oral","5","000","N","N"
4497,"K135",,"N","S","K13.5 Fibrose oral submucosa","5","000","N","N"
4498,"K136",,"N","S","K13.6 Hiperplasia irritativa da mucosa oral","5","000","N","N"
4499,"K137",,"N","S","K13.7 Outr lesoes e as NE da mucosa oral","5","000","N","N"
4500,"K14",,"S","N","K14   Doenc da lingua","5","000","N","N"
4501,"K140",,"N","S","K14.0 Glossite","5","000","N","N"
4502,"K141",,"N","S","K14.1 Lingua geografica","5","000","N","N"
4503,"K142",,"N","S","K14.2 Glossite romboide mediana","5","000","N","N"
4504,"K143",,"N","S","K14.3 Hipertrofia das papilas linguais","5","000","N","N"
4505,"K144",,"N","S","K14.4 Atrofia das papilas linguais","5","000","N","N"
4506,"K145",,"N","S","K14.5 Lingua escrotal","5","000","N","N"
4507,"K146",,"N","S","K14.6 Glossodinia","5","000","N","N"
4508,"K148",,"N","S","K14.8 Outr doenc da lingua","5","000","N","N"
4509,"K149",,"N","S","K14.9 Doenc da lingua SOE","5","000","N","N"
4510,"K20",,"S","S","K20   Esofagite","5","000","N","N"
4511,"K21",,"S","N","K21   Doenc de refluxo gastroesofagico","5","000","N","N"
4512,"K210",,"N","S","K21.0 Doenc de refluxo gastroesofagico c/esofagite","5","000","N","N"
4513,"K219",,"N","S","K21.9 Doenc de refluxo gastroesofagico s/esofagite","5","000","N","N"
4514,"K22",,"S","N","K22   Outr doenc do esofago","5","000","N","N"
4515,"K220",,"N","S","K22.0 Acalasia do cardia","5","000","N","N"
4516,"K221",,"N","S","K22.1 Ulcera do esofago","5","000","N","N"
4517,"K222",,"N","S","K22.2 Obstrucao do esofago","5","000","N","N"
4518,"K223",,"N","S","K22.3 Perfuracao do esofago","5","000","N","N"
4519,"K224",,"N","S","K22.4 Discinesia do esofago","5","000","N","N"
4520,"K225",,"N","S","K22.5 Diverticulo do esofago adquir","5","000","N","N"
4521,"K226",,"N","S","K22.6 Sindr laceracao hemorragica gastroesofagica","5","000","N","N"
4522,"K228",,"N","S","K22.8 Outr doenc espec do esofago","5","000","N","N"
4523,"K229",,"N","S","K22.9 Doenc do esofago SOE","5","000","N","N"
4524,"K23","*","S","N","K23   Transt do esofago em doenc COP","5","000","N","N"
4525,"K230","*","N","S","K23.0 Esofagite tuberc","5","000","N","N"
4526,"K231","*","N","S","K23.1 Megaesofago na doenc de Chagas","5","000","N","N"
4527,"K238","*","N","S","K23.8 Transt do esofago em outr doenc COP","5","000","N","N"
4528,"K25",,"S","N","K25   Ulcera gastrica","5","000","N","N"
4529,"K250",,"N","S","K25.0 Aguda c/hemorragia","5","000","N","N"
4530,"K251",,"N","S","K25.1 Aguda c/perfuracao","5","000","N","N"
4531,"K252",,"N","S","K25.2 Aguda c/hemorragia e perfuracao","5","000","N","N"
4532,"K253",,"N","S","K25.3 Aguda s/hemorragia ou perfuracao","5","000","N","N"
4533,"K254",,"N","S","K25.4 Cronica ou NE c/hemorragia","5","000","N","N"
4534,"K255",,"N","S","K25.5 Cronica ou NE c/perfuracao","5","000","N","N"
4535,"K256",,"N","S","K25.6 Cronica ou NE c/hemorragia e perfuracao","5","000","N","N"
4536,"K257",,"N","S","K25.7 Cronica s/hemorragia ou perfuracao","5","000","N","N"
4537,"K259",,"N","S","K25.9 NE como aguda cronica s/hemorragia perfur","5","000","N","N"
4538,"K26",,"S","N","K26   Ulcera duodenal","5","000","N","N"
4539,"K260",,"N","S","K26.0 Aguda c/hemorragia","5","000","N","N"
4540,"K261",,"N","S","K26.1 Aguda c/perfuracao","5","000","N","N"
4541,"K262",,"N","S","K26.2 Aguda c/hemorragia e perfuracao","5","000","N","N"
4542,"K263",,"N","S","K26.3 Aguda s/hemorragia ou perfuracao","5","000","N","N"
4543,"K264",,"N","S","K26.4 Cronica ou NE c/hemorragia","5","000","N","N"
4544,"K265",,"N","S","K26.5 Cronica ou NE c/perfuracao","5","000","N","N"
4545,"K266",,"N","S","K26.6 Cronica ou NE c/hemorragia e perfuracao","5","000","N","N"
4546,"K267",,"N","S","K26.7 Cronica s/hemorragia ou perfuracao","5","000","N","N"
